# This file is generated by MACS version 2.1.0.20140616
# Command line: callpeak -t ../BAM/H3K4me3_WT_1.bam -c ../BAM/Input_WT_1.bam -f BAM --gsize 12156677 --name H3K4me3_WT_1 -q 0.01 --nomodel
# ARGUMENTS LIST:
# name = H3K4me3_WT_1
# format = BAM
# ChIP-seq file = ['../BAM/H3K4me3_WT_1.bam']
# control file = ['../BAM/Input_WT_1.bam']
# effective genome size = 1.22e+07
# band width = 300
# model fold = [5, 50]
# qvalue cutoff = 1.00e-02
# Larger dataset will be scaled towards smaller dataset.
# Range for calculating regional lambda is: 1000 bps and 10000 bps
# Broad region calling is off

# tag size is determined as 51 bps
# total tags in treatment: 5774180
# tags after filtering in treatment: 4073992
# maximum duplicate tags at the same position in treatment = 1
# Redundant rate in treatment: 0.29
# total tags in control: 5875629
# tags after filtering in control: 5077659
# maximum duplicate tags at the same position in control = 1
# Redundant rate in control: 0.14
# d = 200
chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name
chrIV	967333	968604	1272	968257	218.00	46.56887	3.15019	45.40665	H3K4me3_WT_1_peak_806
chrIV	970838	971517	680	971213	235.00	51.67310	3.22359	50.40101	H3K4me3_WT_1_peak_807
chrIV	973609	974363	755	974041	242.00	57.86808	3.43204	56.44379	H3K4me3_WT_1_peak_808
chrIV	976818	977328	511	977122	199.00	38.58268	2.94011	37.56649	H3K4me3_WT_1_peak_809
chrIV	978646	979327	682	979141	205.00	40.01390	2.95637	38.97457	H3K4me3_WT_1_peak_810
chrIV	993059	993787	729	993330	253.00	63.03652	3.54721	61.46624	H3K4me3_WT_1_peak_811
chrIV	997765	999294	1530	998244	274.00	78.27483	3.97683	76.12096	H3K4me3_WT_1_peak_812
chrIV	1001622	1002305	684	1002029	269.00	68.34417	3.60890	66.59547	H3K4me3_WT_1_peak_813
chrIV	1002943	1004460	1518	1003356	253.00	55.73111	3.23543	54.36218	H3K4me3_WT_1_peak_814
chrIV	1004898	1005404	507	1005218	165.00	17.95868	2.12754	17.21678	H3K4me3_WT_1_peak_815
chrIV	1005480	1005997	518	1005668	191.00	28.18298	2.49152	27.31838	H3K4me3_WT_1_peak_816
chrIV	1008876	1009512	637	1009122	247.00	55.99199	3.30069	54.61588	H3K4me3_WT_1_peak_817
chrIV	1012202	1013040	839	1012434	172.00	19.77468	2.18579	19.01186	H3K4me3_WT_1_peak_818
chrIV	1013285	1013758	474	1013534	230.00	51.20459	3.25004	49.94257	H3K4me3_WT_1_peak_819
chrIV	1015399	1015777	379	1015652	136.00	11.78473	1.91454	11.11455	H3K4me3_WT_1_peak_820
chrIV	1019185	1019696	512	1019417	180.00	25.77294	2.44553	24.93856	H3K4me3_WT_1_peak_821
chrIV	1020572	1021124	553	1020782	250.00	57.08022	3.31935	55.67628	H3K4me3_WT_1_peak_822
chrIV	1024350	1024778	429	1024574	177.00	19.15750	2.12815	18.40155	H3K4me3_WT_1_peak_823
chrIV	1029620	1030140	521	1029827	226.00	42.14299	2.87974	41.06581	H3K4me3_WT_1_peak_824
chrIV	1031083	1031768	686	1031421	228.00	39.18828	2.73790	38.16248	H3K4me3_WT_1_peak_825
chrIV	1035336	1035661	326	1035495	172.00	16.02140	1.99194	15.30186	H3K4me3_WT_1_peak_826
chrIV	1035843	1036327	485	1036071	163.00	13.67611	1.90592	12.98370	H3K4me3_WT_1_peak_827
chrIV	1037072	1037662	591	1037309	236.00	49.09957	3.10130	47.88499	H3K4me3_WT_1_peak_828
chrIV	1039037	1040196	1160	1039390	274.00	56.82997	3.10894	55.43309	H3K4me3_WT_1_peak_829
chrIV	1044533	1045229	697	1044852	251.00	58.10997	3.35392	56.67968	H3K4me3_WT_1_peak_830
chrIV	1049133	1050328	1196	1050115	280.00	59.85241	3.17677	58.37403	H3K4me3_WT_1_peak_831
chrIV	1051715	1052360	646	1052128	259.00	60.19543	3.36692	58.70805	H3K4me3_WT_1_peak_832
chrIV	1054235	1055836	1602	1055435	285.00	82.59138	4.03114	80.22126	H3K4me3_WT_1_peak_833
chrIV	1056424	1057154	731	1056756	223.00	46.50502	3.10045	45.34379	H3K4me3_WT_1_peak_834
chrIV	1058374	1059046	673	1058751	292.00	85.79168	4.08271	83.24314	H3K4me3_WT_1_peak_835
chrIV	1059498	1060107	610	1059733	237.00	47.82476	3.03784	46.63733	H3K4me3_WT_1_peak_836
chrIV	1062335	1062906	572	1062697	218.00	40.55306	2.87179	39.50397	H3K4me3_WT_1_peak_837
chrIV	1063207	1063947	741	1063486	271.00	72.33305	3.75566	70.43288	H3K4me3_WT_1_peak_838
chrIV	1067623	1068151	529	1067857	249.00	48.92849	2.98898	47.71694	H3K4me3_WT_1_peak_839
chrIV	1070956	1073462	2507	1072352	284.00	76.39378	3.78504	74.32604	H3K4me3_WT_1_peak_840
chrIV	1074653	1075317	665	1075072	254.00	65.95808	3.66549	64.29366	H3K4me3_WT_1_peak_841
chrIV	1075759	1076323	565	1076135	176.00	24.00475	2.38116	23.19251	H3K4me3_WT_1_peak_842
chrIV	1078021	1078516	496	1078242	239.00	55.40131	3.35169	54.04100	H3K4me3_WT_1_peak_843
chrIV	1079575	1080388	814	1080157	260.00	67.92910	3.68627	66.19516	H3K4me3_WT_1_peak_844
chrIV	1083933	1084528	596	1084185	232.00	50.91759	3.21788	49.66227	H3K4me3_WT_1_peak_845
chrIV	1084983	1085651	669	1085215	252.00	66.65190	3.71923	64.96211	H3K4me3_WT_1_peak_846
chrIV	1087456	1087953	498	1087625	204.00	37.24407	2.83118	36.24949	H3K4me3_WT_1_peak_847
chrIV	1089583	1090169	587	1089926	203.00	38.10683	2.88122	37.09862	H3K4me3_WT_1_peak_848
chrIV	1092106	1094287	2182	1092427	241.00	55.96465	3.35705	54.59013	H3K4me3_WT_1_peak_849
chrIV	1103166	1104271	1106	1103418	179.00	27.50984	2.54225	26.65374	H3K4me3_WT_1_peak_850
chrIV	1105239	1105911	673	1105580	228.00	44.74125	2.97785	43.61562	H3K4me3_WT_1_peak_851
chrIV	1107532	1109214	1683	1107952	268.00	65.07163	3.48346	63.43578	H3K4me3_WT_1_peak_852
chrIV	1110483	1111153	671	1110753	278.00	62.79507	3.30400	61.23161	H3K4me3_WT_1_peak_853
chrIV	1111942	1112367	426	1112185	222.00	43.12418	2.95533	42.02928	H3K4me3_WT_1_peak_854
chrIV	1113649	1114122	474	1113914	228.00	47.20434	3.08737	46.02894	H3K4me3_WT_1_peak_855
chrIV	1116136	1116810	675	1116572	234.00	51.31577	3.21698	50.05226	H3K4me3_WT_1_peak_856
chrIV	1117002	1117560	559	1117242	209.00	34.36946	2.65866	33.41964	H3K4me3_WT_1_peak_857
chrIV	1124380	1125171	792	1124649	186.00	31.63943	2.70111	30.72862	H3K4me3_WT_1_peak_858
chrIV	1125474	1126167	694	1125853	285.00	73.68002	3.66552	71.72639	H3K4me3_WT_1_peak_859
chrIV	1127092	1128399	1308	1128019	253.00	60.37827	3.43185	58.88638	H3K4me3_WT_1_peak_860
chrIV	1129469	1130200	732	1129789	266.00	66.65754	3.56880	64.96718	H3K4me3_WT_1_peak_861
chrIV	1131030	1131671	642	1131391	172.00	22.19737	2.31237	21.40625	H3K4me3_WT_1_peak_862
chrIV	1134891	1135588	698	1135287	281.00	70.48558	3.57747	68.65617	H3K4me3_WT_1_peak_863
chrIV	1135690	1136447	758	1136029	268.00	59.99666	3.27905	58.51439	H3K4me3_WT_1_peak_864
chrIV	1140720	1141447	728	1140952	210.00	36.63807	2.75528	35.65339	H3K4me3_WT_1_peak_865
chrIV	1145076	1146878	1803	1146414	273.00	70.42632	3.65453	68.59977	H3K4me3_WT_1_peak_866
chrIV	1148980	1149585	606	1149306	227.00	43.29072	2.92217	42.19255	H3K4me3_WT_1_peak_867
chrIV	1149997	1150627	631	1150432	280.00	62.21827	3.26563	60.67256	H3K4me3_WT_1_peak_868
chrIV	1152943	1153755	813	1153393	295.00	71.95042	3.50532	70.06393	H3K4me3_WT_1_peak_869
chrIV	1164298	1164734	437	1164503	149.00	17.67703	2.20508	16.93826	H3K4me3_WT_1_peak_870
chrIV	1168039	1169724	1686	1169247	280.00	70.84377	3.60144	68.99953	H3K4me3_WT_1_peak_871
chrIV	1171414	1172125	712	1171783	258.00	50.44002	2.98215	49.19558	H3K4me3_WT_1_peak_872
chrIV	1173575	1174378	804	1174082	248.00	53.16703	3.17174	51.86038	H3K4me3_WT_1_peak_873
chrIV	1177671	1179080	1410	1178005	236.00	45.49680	2.94661	44.35579	H3K4me3_WT_1_peak_874
chrIV	1181570	1182292	723	1181824	279.00	66.70399	3.44685	65.01233	H3K4me3_WT_1_peak_875
chrIV	1183132	1184118	987	1183418	281.00	76.94804	3.84013	74.85450	H3K4me3_WT_1_peak_876
chrIV	1184574	1185252	679	1184929	241.00	51.61726	3.16672	50.34641	H3K4me3_WT_1_peak_877
chrIV	1186007	1186566	560	1186266	273.00	66.93777	3.51173	65.23885	H3K4me3_WT_1_peak_878
chrIV	1189978	1190561	584	1190191	260.00	61.58358	3.41535	60.05645	H3K4me3_WT_1_peak_879
chrIV	1194578	1194944	367	1194802	150.00	15.06527	2.04463	14.35684	H3K4me3_WT_1_peak_880
chrIV	1195526	1196332	807	1196034	211.00	39.83343	2.89577	38.79663	H3K4me3_WT_1_peak_881
chrIV	1198251	1199600	1350	1198696	267.00	73.83872	3.86574	71.87765	H3K4me3_WT_1_peak_882
chrIV	1202004	1202555	552	1202234	252.00	66.65190	3.71923	64.96211	H3K4me3_WT_1_peak_883
chrIV	1203708	1204272	565	1204073	257.00	51.38090	3.02656	50.11511	H3K4me3_WT_1_peak_884
chrIV	1205975	1206486	512	1206290	229.00	47.85262	3.10758	46.66467	H3K4me3_WT_1_peak_885
chrIV	1212779	1213284	506	1212994	170.00	13.11496	1.84932	12.42920	H3K4me3_WT_1_peak_886
chrIV	1213809	1214413	605	1214038	203.00	34.88532	2.72673	33.92719	H3K4me3_WT_1_peak_887
chrIV	1217220	1217573	354	1217358	128.00	6.91865	1.62001	6.30636	H3K4me3_WT_1_peak_888
chrIV	1218524	1219983	1460	1218875	237.00	53.51732	3.28693	52.20253	H3K4me3_WT_1_peak_889
chrIV	1221728	1223207	1480	1222322	237.00	49.44909	3.10786	48.22654	H3K4me3_WT_1_peak_890
chrIV	1224742	1224979	238	1224862	137.00	12.75673	1.97185	12.07501	H3K4me3_WT_1_peak_891
chrIV	1225998	1227319	1322	1226438	249.00	61.53453	3.52293	60.00883	H3K4me3_WT_1_peak_892
chrIV	1228441	1229040	600	1228678	283.00	73.48569	3.67771	71.53987	H3K4me3_WT_1_peak_893
chrIV	1229241	1229717	477	1229519	213.00	45.46629	3.14591	44.32582	H3K4me3_WT_1_peak_894
chrIV	1230001	1230772	772	1230324	238.00	44.39379	2.88514	43.27510	H3K4me3_WT_1_peak_895
chrIV	1235638	1236284	647	1236087	244.00	50.84579	3.10809	49.59300	H3K4me3_WT_1_peak_896
chrIV	1236418	1237122	705	1236753	224.00	51.15325	3.30762	49.89234	H3K4me3_WT_1_peak_897
chrIV	1239372	1240738	1367	1239603	291.00	90.44481	4.29255	87.61674	H3K4me3_WT_1_peak_898
chrIV	1241531	1242220	690	1241878	232.00	55.43563	3.42522	54.07361	H3K4me3_WT_1_peak_899
chrIV	1246061	1246580	520	1246353	193.00	33.78507	2.75246	32.84368	H3K4me3_WT_1_peak_900
chrIV	1249297	1250715	1419	1250272	306.00	97.19404	4.38565	93.89072	H3K4me3_WT_1_peak_901
chrIV	1251893	1252748	856	1252139	255.00	68.13626	3.75170	66.39497	H3K4me3_WT_1_peak_902
chrIV	1256317	1256972	656	1256763	242.00	60.95489	3.57223	59.44588	H3K4me3_WT_1_peak_903
chrIV	1257760	1259165	1406	1258778	242.00	56.16239	3.35598	54.78208	H3K4me3_WT_1_peak_904
chrIV	1259792	1262335	2544	1261704	307.00	96.64473	4.35008	93.39359	H3K4me3_WT_1_peak_905
chrIV	1263122	1263906	785	1263484	271.00	77.94145	3.99854	75.80095	H3K4me3_WT_1_peak_906
chrIV	1266501	1267010	510	1266786	222.00	50.10167	3.27822	48.86458	H3K4me3_WT_1_peak_907
chrIV	1267298	1268049	752	1267560	254.00	55.14067	3.20235	53.78630	H3K4me3_WT_1_peak_908
chrIV	1269955	1270794	840	1270238	212.00	44.15937	3.09244	43.04487	H3K4me3_WT_1_peak_909
chrIV	1270926	1271471	546	1271097	154.00	17.59821	2.16950	16.86053	H3K4me3_WT_1_peak_910
chrIV	1276730	1278208	1479	1277728	308.00	100.95934	4.51779	97.33974	H3K4me3_WT_1_peak_911
chrIV	1279527	1280052	526	1279798	185.00	32.12136	2.73430	31.20356	H3K4me3_WT_1_peak_912
chrIV	1287361	1289093	1733	1288761	268.00	66.86404	3.55739	65.16683	H3K4me3_WT_1_peak_913
chrIV	1289239	1290165	927	1289538	259.00	61.04375	3.40227	59.53229	H3K4me3_WT_1_peak_914
chrIV	1292528	1293263	736	1293034	277.00	71.00882	3.63781	69.15895	H3K4me3_WT_1_peak_915
chrIV	1293883	1295168	1286	1294277	267.00	70.69365	3.72935	68.85666	H3K4me3_WT_1_peak_916
chrIV	1296183	1297356	1174	1296549	140.00	11.80676	1.89686	11.13601	H3K4me3_WT_1_peak_917
chrIV	1297479	1298885	1407	1298068	277.00	68.25603	3.52673	66.51117	H3K4me3_WT_1_peak_918
chrIV	1300738	1301001	264	1300897	147.00	12.65438	1.91655	11.97400	H3K4me3_WT_1_peak_919
chrIV	1301473	1302371	899	1301770	307.00	94.71577	4.27071	91.60574	H3K4me3_WT_1_peak_920
chrIV	1303121	1303708	588	1303346	224.00	40.55702	2.82560	39.50773	H3K4me3_WT_1_peak_921
chrIV	1305860	1306840	981	1306459	243.00	55.85919	3.33286	54.48709	H3K4me3_WT_1_peak_922
chrIV	1311934	1312548	615	1312181	218.00	38.46980	2.77825	37.45596	H3K4me3_WT_1_peak_923
chrIV	1317069	1317976	908	1317680	246.00	51.09496	3.10189	49.83676	H3K4me3_WT_1_peak_924
chrIV	1318669	1320613	1945	1320185	282.00	74.44666	3.72671	72.46049	H3K4me3_WT_1_peak_925
chrIV	1322061	1322896	836	1322296	267.00	67.40211	3.58987	65.68614	H3K4me3_WT_1_peak_926
chrIV	1323736	1324336	601	1324074	219.00	40.88565	2.87884	39.83107	H3K4me3_WT_1_peak_927
chrIV	1324668	1325411	744	1325071	288.00	79.96745	3.88788	77.73131	H3K4me3_WT_1_peak_928
chrIV	1327930	1329729	1800	1328886	307.00	100.02409	4.49158	96.48196	H3K4me3_WT_1_peak_929
chrIV	1331081	1331680	600	1331418	222.00	40.94846	2.85808	39.89287	H3K4me3_WT_1_peak_930
chrIV	1333681	1334076	396	1333880	160.00	18.75174	2.19914	18.00047	H3K4me3_WT_1_peak_931
chrIV	1334404	1335209	806	1334750	227.00	50.68843	3.25561	49.43806	H3K4me3_WT_1_peak_932
chrIV	1337170	1337961	792	1337610	247.00	59.54718	3.45567	58.07754	H3K4me3_WT_1_peak_933
chrIV	1339585	1340198	614	1339906	219.00	38.03745	2.75172	37.03059	H3K4me3_WT_1_peak_934
chrIV	1341711	1342921	1211	1342049	193.00	24.84011	2.31945	24.01773	H3K4me3_WT_1_peak_935
chrIV	1349585	1350705	1121	1349817	245.00	56.08949	3.32376	54.71116	H3K4me3_WT_1_peak_936
chrIV	1354821	1355690	870	1355219	294.00	82.73631	3.93462	80.35862	H3K4me3_WT_1_peak_937
chrIV	1355940	1356687	748	1356224	290.00	83.69450	4.01890	81.26256	H3K4me3_WT_1_peak_938
chrIV	1358334	1359025	692	1358660	229.00	43.55199	2.91779	42.44868	H3K4me3_WT_1_peak_939
chrIV	1359794	1360851	1058	1360172	288.00	85.84913	4.13325	83.29732	H3K4me3_WT_1_peak_940
chrIV	1361324	1362329	1006	1361844	235.00	55.95454	3.41761	54.58023	H3K4me3_WT_1_peak_941
chrIV	1362654	1363227	574	1362979	242.00	58.91809	3.47936	57.46532	H3K4me3_WT_1_peak_942
chrIV	1366336	1367039	704	1366715	251.00	62.82916	3.55916	61.26478	H3K4me3_WT_1_peak_943
chrIV	1367379	1367903	525	1367562	224.00	44.79721	3.01388	43.67066	H3K4me3_WT_1_peak_944
chrIV	1369628	1370194	567	1369849	255.00	65.64040	3.64040	63.98537	H3K4me3_WT_1_peak_945
chrIV	1381497	1382177	681	1381877	266.00	47.44740	2.81428	46.26748	H3K4me3_WT_1_peak_946
chrIV	1382863	1384693	1831	1383920	284.00	77.99620	3.85069	75.85334	H3K4me3_WT_1_peak_947
chrIV	1385911	1387477	1567	1386219	302.00	87.81483	4.04999	85.14839	H3K4me3_WT_1_peak_948
chrIV	1388796	1389354	559	1389054	235.00	55.69659	3.40573	54.32825	H3K4me3_WT_1_peak_949
chrIV	1394116	1394684	569	1394360	191.00	30.28118	2.59415	29.38866	H3K4me3_WT_1_peak_950
chrIV	1394794	1395590	797	1395116	247.00	53.12258	3.17850	51.81679	H3K4me3_WT_1_peak_951
chrIV	1398164	1399483	1320	1398577	283.00	76.80177	3.81239	74.71397	H3K4me3_WT_1_peak_952
chrIV	1400752	1401348	597	1401082	261.00	68.23557	3.68869	66.49139	H3K4me3_WT_1_peak_953
chrIV	1401628	1402645	1018	1401965	294.00	86.15182	4.07414	83.57868	H3K4me3_WT_1_peak_954
chrIV	1403177	1403892	716	1403466	262.00	67.34694	3.63946	65.63393	H3K4me3_WT_1_peak_955
chrIV	1405474	1406677	1204	1406208	246.00	50.64805	3.08325	49.39838	H3K4me3_WT_1_peak_956
chrIV	1409457	1412834	3378	1412466	260.00	70.86676	3.81600	69.02177	H3K4me3_WT_1_peak_957
chrIV	1414483	1415045	563	1414703	247.00	53.12258	3.17850	51.81679	H3K4me3_WT_1_peak_958
chrIV	1416306	1417865	1560	1416745	259.00	61.04375	3.40227	59.53229	H3K4me3_WT_1_peak_959
chrIV	1419565	1421842	2278	1421391	295.00	91.85506	4.30148	88.94077	H3K4me3_WT_1_peak_960
chrIV	1422679	1423300	622	1422869	201.00	33.16124	2.66006	32.22885	H3K4me3_WT_1_peak_961
chrIV	1426709	1428245	1537	1427994	269.00	65.62154	3.49641	63.96712	H3K4me3_WT_1_peak_962
chrIV	1428376	1429091	716	1428753	259.00	66.41187	3.63100	64.73116	H3K4me3_WT_1_peak_963
chrIV	1430459	1431611	1153	1431202	225.00	49.68273	3.22853	48.45478	H3K4me3_WT_1_peak_964
chrIV	1433820	1434414	595	1434228	208.00	42.63435	3.05644	41.54825	H3K4me3_WT_1_peak_965
chrIV	1434710	1435457	748	1434958	211.00	39.16206	2.86438	38.13668	H3K4me3_WT_1_peak_966
chrIV	1436068	1437450	1383	1437027	262.00	65.51505	3.56117	63.86384	H3K4me3_WT_1_peak_967
chrIV	1440706	1441221	516	1441012	239.00	53.91437	3.28543	52.58957	H3K4me3_WT_1_peak_968
chrIV	1442818	1443516	699	1443312	256.00	61.14154	3.43514	59.62741	H3K4me3_WT_1_peak_969
chrIV	1444661	1447110	2450	1445263	274.00	78.19015	3.97315	76.03985	H3K4me3_WT_1_peak_970
chrIV	1447749	1448315	567	1447942	247.00	55.99199	3.30069	54.61588	H3K4me3_WT_1_peak_971
chrIV	1450150	1450979	830	1450715	295.00	89.90776	4.21884	87.11257	H3K4me3_WT_1_peak_972
chrIV	1453873	1454643	771	1454318	231.00	51.00406	3.23128	49.74728	H3K4me3_WT_1_peak_973
chrIV	1455140	1455945	806	1455744	226.00	43.22885	2.92741	42.13187	H3K4me3_WT_1_peak_974
chrIV	1458759	1459565	807	1459147	252.00	56.82064	3.28994	55.42389	H3K4me3_WT_1_peak_975
chrIV	1461215	1461475	261	1461315	108.00	4.67019	1.50536	4.08911	H3K4me3_WT_1_peak_976
chrIV	1465392	1465960	569	1465654	194.00	36.12963	2.86178	35.15292	H3K4me3_WT_1_peak_977
chrIV	1467749	1468529	781	1468189	244.00	60.37895	3.52419	58.88702	H3K4me3_WT_1_peak_978
chrIV	1469215	1471413	2199	1469503	307.00	97.36223	4.37986	94.05084	H3K4me3_WT_1_peak_979
chrIV	1472510	1473851	1342	1472806	255.00	53.34116	3.12058	52.03065	H3K4me3_WT_1_peak_980
chrIV	1475801	1476557	757	1476226	196.00	34.05186	2.74135	33.10652	H3K4me3_WT_1_peak_981
chrIV	1477039	1478007	969	1477308	292.00	86.05515	4.09369	83.48754	H3K4me3_WT_1_peak_982
chrIV	1478531	1479094	564	1478826	190.00	27.15053	2.44795	26.29888	H3K4me3_WT_1_peak_983
chrIV	1480300	1480877	578	1480497	235.00	46.42038	2.99391	45.26107	H3K4me3_WT_1_peak_984
chrIV	1483007	1483561	555	1483305	236.00	41.51788	2.78021	40.45165	H3K4me3_WT_1_peak_985
chrIV	1488311	1489133	823	1488902	287.00	82.93356	4.02203	80.54263	H3K4me3_WT_1_peak_986
chrIV	1489540	1489843	304	1489672	153.00	18.01888	2.19997	17.27648	H3K4me3_WT_1_peak_987
chrIV	1491010	1492048	1039	1491557	269.00	72.16975	3.77065	70.27309	H3K4me3_WT_1_peak_988
chrIV	1492592	1493187	596	1492982	228.00	51.46978	3.28192	50.20235	H3K4me3_WT_1_peak_989
chrIV	1494275	1494872	598	1494505	198.00	32.10463	2.63167	31.18744	H3K4me3_WT_1_peak_990
chrIV	1496118	1496693	576	1496450	275.00	74.95455	3.82275	72.94688	H3K4me3_WT_1_peak_991
chrIV	1497341	1498797	1457	1498370	263.00	67.91628	3.65329	66.18274	H3K4me3_WT_1_peak_992
chrIV	1500094	1501045	952	1500410	247.00	43.94692	2.80370	42.83661	H3K4me3_WT_1_peak_993
chrIV	1501596	1502054	459	1501770	145.00	13.78425	1.99425	13.09062	H3K4me3_WT_1_peak_994
chrIV	1509377	1509836	460	1509654	157.00	19.75113	2.27432	18.98861	H3K4me3_WT_1_peak_995
chrIV	1509961	1510457	497	1510216	158.00	18.22347	2.18139	17.47849	H3K4me3_WT_1_peak_996
chrIV	1512090	1512518	429	1512326	166.00	21.56327	2.31664	20.77975	H3K4me3_WT_1_peak_997
chrIV	1518275	1518557	283	1518311	104.00	4.10717	1.46637	3.53432	H3K4me3_WT_1_peak_998
chrIV	1520486	1520839	354	1520653	126.00	8.17498	1.71592	7.54708	H3K4me3_WT_1_peak_999
chrIX	29003	29287	285	29127	131.00	11.79269	1.94047	11.12211	H3K4me3_WT_1_peak_1000
chrIX	31001	31467	467	31192	152.00	15.78961	2.07622	15.07278	H3K4me3_WT_1_peak_1001
chrIX	34422	35961	1540	35404	178.00	25.49735	2.44501	24.66654	H3K4me3_WT_1_peak_1002
chrIX	37416	37832	417	37619	174.00	25.46948	2.47164	24.63901	H3K4me3_WT_1_peak_1003
chrIX	39362	39882	521	39638	234.00	40.61930	2.75675	39.56922	H3K4me3_WT_1_peak_1004
chrIX	41793	42107	315	41953	143.00	12.15060	1.90433	11.47587	H3K4me3_WT_1_peak_1005
chrIX	46093	46743	651	46449	249.00	60.99794	3.49919	59.48767	H3K4me3_WT_1_peak_1006
chrIX	46923	48696	1774	47447	293.00	89.78846	4.23881	87.00460	H3K4me3_WT_1_peak_1007
chrIX	53162	55958	2797	55385	296.00	93.51772	4.35973	90.49519	H3K4me3_WT_1_peak_1008
chrIX	56460	57173	714	56824	246.00	60.59001	3.51242	59.09186	H3K4me3_WT_1_peak_1009
chrIX	60265	60927	663	60690	214.00	34.29063	2.62080	33.34170	H3K4me3_WT_1_peak_1010
chrIX	62305	62845	541	62625	242.00	51.97116	3.17315	50.69221	H3K4me3_WT_1_peak_1011
chrIX	67636	68303	668	67998	272.00	66.38604	3.49891	64.70652	H3K4me3_WT_1_peak_1012
chrIX	68577	69579	1003	68894	292.00	83.41977	3.98470	81.00486	H3K4me3_WT_1_peak_1013
chrIX	73156	73703	548	73497	227.00	45.53981	3.02159	44.39828	H3K4me3_WT_1_peak_1014
chrIX	76475	77410	936	77105	265.00	67.12529	3.59866	65.42078	H3K4me3_WT_1_peak_1015
chrIX	77940	78552	613	78195	304.00	76.96980	3.61190	74.87542	H3K4me3_WT_1_peak_1016
chrIX	82535	83871	1337	83424	331.00	94.80977	4.00781	91.69528	H3K4me3_WT_1_peak_1017
chrIX	85225	85857	633	85420	153.00	16.20494	2.09481	15.48342	H3K4me3_WT_1_peak_1018
chrIX	88142	88715	574	88418	174.00	20.21658	2.19769	19.44872	H3K4me3_WT_1_peak_1019
chrIX	89092	89775	684	89490	294.00	75.60039	3.65315	73.56674	H3K4me3_WT_1_peak_1020
chrIX	92243	94418	2176	92576	263.00	48.69033	2.88008	47.48367	H3K4me3_WT_1_peak_1021
chrIX	95753	96550	798	96319	297.00	86.47594	4.05270	83.88734	H3K4me3_WT_1_peak_1022
chrIX	96742	98051	1310	96926	225.00	45.14067	3.02079	44.00688	H3K4me3_WT_1_peak_1023
chrIX	98514	99545	1032	99223	301.00	90.30585	4.16251	87.49033	H3K4me3_WT_1_peak_1024
chrIX	100142	100487	346	100331	145.00	11.62842	1.86355	10.95987	H3K4me3_WT_1_peak_1025
chrIX	101717	102373	657	102188	264.00	65.00105	3.51943	63.36712	H3K4me3_WT_1_peak_1026
chrIX	102588	103340	753	102933	299.00	87.49007	4.07101	84.84150	H3K4me3_WT_1_peak_1027
chrIX	112783	113476	694	113207	269.00	58.91398	3.22809	57.46130	H3K4me3_WT_1_peak_1028
chrIX	113542	114280	739	113848	280.00	65.52576	3.39215	63.87415	H3K4me3_WT_1_peak_1029
chrIX	117196	118534	1339	118097	290.00	80.07457	3.87050	77.83296	H3K4me3_WT_1_peak_1030
chrIX	122320	123116	797	122541	246.00	51.09496	3.10189	49.83676	H3K4me3_WT_1_peak_1031
chrIX	126058	126840	783	126345	271.00	67.62952	3.55929	65.90578	H3K4me3_WT_1_peak_1032
chrIX	127467	127673	207	127571	111.00	5.64441	1.57827	5.04912	H3K4me3_WT_1_peak_1033
chrIX	128012	128624	613	128268	190.00	34.37666	2.80770	33.42681	H3K4me3_WT_1_peak_1034
chrIX	130262	130748	487	130501	154.00	16.68998	2.11719	15.96269	H3K4me3_WT_1_peak_1035
chrIX	132153	132725	573	132335	158.00	20.01708	2.28291	19.25141	H3K4me3_WT_1_peak_1036
chrIX	134711	136066	1356	135490	232.00	46.68205	3.02987	45.51712	H3K4me3_WT_1_peak_1037
chrIX	137276	137811	536	137648	167.00	20.81633	2.26988	20.04171	H3K4me3_WT_1_peak_1038
chrIX	139587	140337	751	139857	282.00	77.82507	3.86558	75.69215	H3K4me3_WT_1_peak_1039
chrIX	141298	141639	342	141550	144.00	14.54090	2.04561	13.83862	H3K4me3_WT_1_peak_1040
chrIX	142843	143780	938	143234	240.00	56.10409	3.37322	54.72535	H3K4me3_WT_1_peak_1041
chrIX	148256	148911	656	148746	203.00	36.78496	2.81737	35.79737	H3K4me3_WT_1_peak_1042
chrIX	149473	150011	539	149822	146.00	9.67615	1.74082	9.03043	H3K4me3_WT_1_peak_1043
chrIX	151453	152094	642	151721	260.00	61.92832	3.42976	60.39179	H3K4me3_WT_1_peak_1044
chrIX	154382	154723	342	154595	119.00	6.44057	1.61434	5.83467	H3K4me3_WT_1_peak_1045
chrIX	155177	156584	1408	155560	251.00	54.23056	3.19039	52.89865	H3K4me3_WT_1_peak_1046
chrIX	159439	160411	973	160109	315.00	100.63420	4.41306	97.04598	H3K4me3_WT_1_peak_1047
chrIX	160645	161494	850	161092	279.00	75.05164	3.78314	73.03943	H3K4me3_WT_1_peak_1048
chrIX	165307	165521	215	165453	119.00	5.99537	1.58023	5.39549	H3K4me3_WT_1_peak_1049
chrIX	166319	167150	832	166603	259.00	61.04375	3.40227	59.53229	H3K4me3_WT_1_peak_1050
chrIX	169036	169847	812	169359	273.00	71.62687	3.70448	69.75220	H3K4me3_WT_1_peak_1051
